season,player_id,player_name,presences,matches_started,full_matches,minutes_played,substitutions_in,substitutions_out,yellow_cards,red_cards,shots_attempted,shots_attempted_per90,shots_on_target,shots_on_target_per90,goals,goals_per90,xg_total,xg_total_per90,headers,assists,assists_per90,key_passes,key_passes_per90,passes_attempted,passes_attempted_per90,passes_completed,passes_completed_per90,pass_accuracy,progressive_passes,progressive_passes_per90,crosses,crosses_per90,switches,carries_attempted,carries_attempted_per90,carry_distance_total,carry_distance_total_per90,progressive_carries,carries_to_penalty_area,carries_to_penalty_area_per90,dribbles_attempted,dribbles_attempted_per90,dribbles_completed,dribbles_completed_per90,dribbles_success_rate,dribble_overruns,duels_attempted,duels_attempted_per90,duels_won,duels_won_per90,duels_lost,interceptions_attempted,interceptions_attempted_per90,duels_success_rate,interceptions_won,interceptions_won_per90,interceptions_lost,blocks,blocks_per90,interceptions_ratio,clearances,clearances_per90,ball_recoveries,ball_recoveries_per90,pressures,pressures_per90,dispossessed,fouls_committed,fouls_committed_per90,fouls_won,fouls_balance,own_goals,gk_goals_conceded,gk_goals_conceded_per90,gk_shots_faced,gk_shots_faced_per90,gk_saves,gk_saves_per90,gk_penalties_saved,gk_save_ratio,gk_clean_sheet,teams,competitions,main_role,avg_pass_angle,avg_pass_length,team_league_position,macro_role,goal_contribution,goal_contribution_per90
2015/2016,4353,Aymeric Laporte,26,25,22,2326,1,1,8,2,20,0.77,6,0.23,3,0.12,3.0,0.12,6,1,0.04,5,0.19,1337,51.73,1093,42.29,0.8175018698578908,415,16.06,7,0.27,53,861,33.31,5354.05,207.16,129,6,0.23,19,0.74,11,0.43,0.5789473684210527,1,78,3.02,10,0.39,68,50,1.93,0.1282051282051282,11,0.43,39,45,1.74,0.22,103,3.99,105,4.06,235,9.09,8,31,1.2,27,-4,1,0,0.0,0,0.0,0,0.0,0,0.0,0,['Athletic Club'],['Spain - La Liga'],Left Center Back,16.64,635.16,5,DEF,4,0.15
2015/2016,4355,Emerson,8,1,0,220,7,1,1,0,4,1.64,2,0.82,1,0.41,1.02,0.42,0,0,0.0,1,0.41,101,41.32,81,33.14,0.801980198019802,17,6.95,4,1.64,2,74,30.27,403.84,165.21,7,1,0.41,5,2.05,1,0.41,0.2,0,9,3.68,0,0.0,9,3,1.23,0.0,0,0.0,3,2,0.82,0.0,6,2.45,12,4.91,32,13.09,2,3,1.23,1,-2,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['AS Roma'],['Italy - Serie A'],Left Back,5.0,128.3,3,DEF,1,0.41
2015/2016,4369,Issa Cissokho,13,6,5,714,7,1,1,1,1,0.13,0,0.0,0,0.0,0.03,0.0,0,1,0.13,7,0.88,421,53.07,343,43.24,0.8147268408551069,87,10.97,23,2.9,10,316,39.83,1986.86,250.44,47,3,0.38,6,0.76,4,0.5,0.6666666666666666,0,26,3.28,2,0.25,24,14,1.76,0.07692307692307693,4,0.5,10,17,2.14,0.2857142857142857,18,2.27,40,5.04,98,12.35,10,8,1.01,8,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Genoa'],['Italy - Serie A'],Right Wing Back,-11.47,239.45,10,DEF,1,0.13
2015/2016,4370,Javier Pastore,16,11,6,924,5,5,1,0,20,1.95,6,0.58,2,0.19,2.71,0.26,1,6,0.58,23,2.24,913,88.93,730,71.1,0.7995618838992333,188,18.31,13,1.27,16,797,77.63,4775.85,465.18,101,22,2.14,36,3.51,21,2.05,0.5833333333333334,2,22,2.14,4,0.39,18,2,0.19,0.18181818181818182,1,0.1,1,20,1.95,0.5,0,0.0,62,6.04,169,16.46,19,10,0.97,17,7,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Paris Saint-Germain'],['France - Ligue 1'],Right Center Midfield,1.59,297.51,1,MID,8,0.78
2015/2016,4372,Marquinhos,28,19,17,1950,9,2,1,0,8,0.37,2,0.09,1,0.05,1.23,0.06,7,0,0.0,4,0.18,1776,81.97,1635,75.46,0.9206081081081081,305,14.08,12,0.55,34,1321,60.97,5575.92,257.35,58,1,0.05,3,0.14,2,0.09,0.6666666666666666,1,65,3.0,13,0.6,52,22,1.02,0.2,10,0.46,12,50,2.31,0.45454545454545453,80,3.69,79,3.65,275,12.69,1,16,0.74,4,-12,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Paris Saint-Germain'],['France - Ligue 1'],Right Center Back,-9.91,559.08,1,DEF,1,0.05
2015/2016,4373,Mathieu Bodmer,19,16,13,1436,3,3,3,0,4,0.25,2,0.13,1,0.06,0.45,0.03,2,1,0.06,8,0.5,931,58.35,785,49.2,0.8431793770139635,249,15.61,3,0.19,34,655,41.05,3091.59,193.76,58,4,0.25,2,0.13,2,0.13,1.0,0,63,3.95,9,0.56,54,16,1.0,0.14285714285714285,1,0.06,15,15,0.94,0.0625,61,3.82,67,4.2,143,8.96,4,27,1.69,11,-16,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['OGC Nice'],['France - Ligue 1'],Right Center Back,-2.09,395.71,4,DEF,2,0.13
2015/2016,4375,Blaise Matuidi,30,22,12,2072,8,10,4,0,16,0.69,9,0.39,4,0.17,2.0,0.09,0,6,0.26,19,0.83,1632,70.89,1473,63.98,0.9025735294117647,186,8.08,33,1.43,18,1440,62.55,6176.67,268.29,78,34,1.48,33,1.43,19,0.83,0.5757575757575758,1,92,4.0,15,0.65,77,22,0.96,0.16304347826086957,11,0.48,11,47,2.04,0.5,17,0.74,97,4.21,563,24.45,37,43,1.87,34,-9,1,0,0.0,0,0.0,0,0.0,0,0.0,0,['Paris Saint-Germain'],['France - Ligue 1'],Left Center Midfield,12.41,493.85,1,MID,10,0.43
2015/2016,4377,Maxime Dupé,7,7,7,665,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,232,31.4,141,19.08,0.6077586206896551,176,23.82,0,0.0,2,93,12.59,654.26,88.55,18,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,43,5.82,1,0.14,0,0,0.0,3,3,0,12,1.62,55,7.44,33,4.47,0,0.6,1,['Nantes'],['France - Ligue 1'],Goalkeeper,-0.3,319.2,13,GK,0,0.0
2015/2016,4380,Guillaume Gillet,19,19,19,1812,0,0,5,0,22,1.09,5,0.25,1,0.05,1.28,0.06,7,0,0.0,9,0.45,1026,50.96,867,43.06,0.8450292397660819,209,10.38,8,0.4,36,728,36.16,3821.96,189.83,45,7,0.35,23,1.14,16,0.79,0.6956521739130435,0,104,5.17,17,0.84,87,45,2.24,0.16346153846153846,21,1.04,24,31,1.54,0.4666666666666667,38,1.89,111,5.51,382,18.97,20,32,1.59,26,-6,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Nantes'],['France - Ligue 1'],Left Defensive Midfield,2.62,379.78,13,MID,1,0.05
2015/2016,4382,Kévin Malcuit,8,8,5,649,0,1,3,2,2,0.28,0,0.0,0,0.0,0.05,0.01,0,1,0.14,2,0.28,333,46.18,224,31.06,0.6726726726726727,98,13.59,21,2.91,6,241,33.42,1743.98,241.85,43,8,1.11,9,1.25,7,0.97,0.7777777777777778,1,40,5.55,8,1.11,32,12,1.66,0.2,4,0.55,8,13,1.8,0.3333333333333333,22,3.05,53,7.35,140,19.41,9,14,1.94,12,-2,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Saint-Étienne'],['France - Ligue 1'],Right Back,-7.04,170.66,6,DEF,1,0.14
2015/2016,4383,Nicolas de Préville,36,34,21,3064,2,13,4,0,91,2.67,37,1.09,6,0.18,9.18,0.27,13,8,0.23,62,1.82,1113,32.69,681,20.0,0.6118598382749326,202,5.93,86,2.53,63,1074,31.55,8984.57,263.91,205,68,2.0,124,3.64,53,1.56,0.4274193548387097,14,150,4.41,20,0.59,130,20,0.59,0.13333333333333333,6,0.18,14,46,1.35,0.3,9,0.26,186,5.46,546,16.04,107,67,1.97,103,36,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Stade de Reims'],['France - Ligue 1'],Left Wing,2.68,731.74,18,FWD,14,0.41
2015/2016,4386,Damien Da Silva,28,28,25,2613,0,2,4,1,18,0.62,4,0.14,2,0.07,2.35,0.08,12,0,0.0,3,0.1,969,33.38,796,27.42,0.8214654282765738,331,11.4,0,0.0,54,621,21.39,4838.78,166.66,95,1,0.03,10,0.34,7,0.24,0.7,0,121,4.17,16,0.55,105,47,1.62,0.1322314049586777,22,0.76,25,60,2.07,0.46808510638297873,223,7.68,142,4.89,283,9.75,7,23,0.79,21,-2,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Caen'],['France - Ligue 1'],Left Center Back,5.33,726.11,7,DEF,2,0.07
2015/2016,4390,Charles Traoré,5,5,5,478,0,0,1,0,1,0.19,0,0.0,0,0.0,0.01,0.0,0,0,0.0,1,0.19,234,44.06,168,31.63,0.717948717948718,62,11.67,3,0.56,0,165,31.07,814.73,153.4,16,3,0.56,7,1.32,2,0.38,0.2857142857142857,1,38,7.15,6,1.13,32,9,1.69,0.15789473684210525,1,0.19,8,18,3.39,0.1111111111111111,23,4.33,19,3.58,105,19.77,6,7,1.32,5,-2,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Troyes'],['France - Ligue 1'],Left Back,4.48,86.58,20,DEF,0,0.0
2015/2016,4406,Aymen Abdennour,22,22,20,1954,0,2,4,0,7,0.32,2,0.09,0,0.0,1.0,0.05,3,0,0.0,3,0.14,894,41.18,736,33.9,0.8232662192393736,241,11.1,0,0.0,27,627,28.88,3801.55,175.1,70,3,0.14,11,0.51,11,0.51,1.0,0,73,3.36,10,0.46,63,52,2.4,0.136986301369863,23,1.06,29,44,2.03,0.4423076923076923,92,4.24,70,3.22,200,9.21,9,24,1.11,14,-10,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Valencia'],['Spain - La Liga'],Left Center Back,6.97,515.0,11,DEF,0,0.0
2015/2016,4407,Sanjin Prcić,2,0,0,37,2,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,2,4.86,18,43.78,14,34.05,0.7777777777777778,6,14.59,0,0.0,0,12,29.19,82.54,200.77,1,0,0.0,1,2.43,1,2.43,1.0,0,3,7.3,0,0.0,3,3,7.3,0.0,1,2.43,2,2,4.86,0.3333333333333333,0,0.0,2,4.86,10,24.32,0,2,4.86,0,-2,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Torino'],['Italy - Serie A'],Center Defensive Midfield,-1.29,42.16,12,MID,0,0.0
2015/2016,4410,Christophe Jallet,23,20,15,1867,3,4,3,1,20,0.96,5,0.24,1,0.05,1.54,0.07,4,5,0.24,17,0.82,1572,75.78,1319,63.58,0.839058524173028,280,13.5,54,2.6,41,1071,51.63,5263.5,253.73,101,28,1.35,27,1.3,17,0.82,0.6296296296296297,0,105,5.06,19,0.92,86,21,1.01,0.18095238095238095,4,0.19,17,34,1.64,0.19047619047619047,57,2.75,87,4.19,340,16.39,18,21,1.01,11,-10,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Lyon'],['France - Ligue 1'],Right Back,-25.69,417.23,2,DEF,6,0.29
2015/2016,4411,Anthony Walongwa,1,1,1,94,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,68,65.11,60,57.45,0.8823529411764706,15,14.36,0,0.0,0,51,48.83,282.48,270.46,5,0,0.0,1,0.96,1,0.96,1.0,0,8,7.66,0,0.0,8,1,0.96,0.0,0,0.0,1,2,1.91,0.0,1,0.96,7,6.7,7,6.7,0,1,0.96,1,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Nantes'],['France - Ligue 1'],Right Center Back,-0.29,20.11,13,DEF,0,0.0
2015/2016,4413,Aloïs Confais,14,12,12,1218,2,0,3,0,4,0.3,0,0.0,0,0.0,0.11,0.01,0,1,0.07,3,0.22,653,48.25,539,39.83,0.8254211332312404,121,8.94,18,1.33,13,480,35.47,2465.65,182.19,44,3,0.22,12,0.89,8,0.59,0.6666666666666666,1,65,4.8,7,0.52,58,18,1.33,0.1076923076923077,6,0.44,12,29,2.14,0.3333333333333333,27,2.0,86,6.35,343,25.34,9,24,1.77,21,-3,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Troyes'],['France - Ligue 1'],Right Back,-6.17,264.29,20,DEF,1,0.07
2015/2016,4416,Max Gradel,14,11,0,918,3,11,1,0,18,1.76,6,0.59,1,0.1,1.49,0.15,1,2,0.2,8,0.78,339,33.24,224,21.96,0.6607669616519174,44,4.31,27,2.65,15,377,36.96,2597.48,254.65,63,31,3.04,45,4.41,20,1.96,0.4444444444444444,2,41,4.02,7,0.69,34,12,1.18,0.17073170731707318,6,0.59,6,20,1.96,0.5,9,0.88,70,6.86,214,20.98,23,12,1.18,26,14,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['AFC Bournemouth'],['England - Premier League'],Left Midfield,10.07,260.51,16,MID,3,0.29
2015/2016,4417,Ola Toivonen,13,9,2,725,4,7,1,0,8,0.99,3,0.37,0,0.0,0.45999999999999996,0.06,3,2,0.25,6,0.74,264,32.77,190,23.59,0.7196969696969697,40,4.97,2,0.25,4,132,16.39,711.41,88.31,10,1,0.12,3,0.37,1,0.12,0.3333333333333333,0,52,6.46,3,0.37,49,0,0.0,0.057692307692307696,0,0.0,0,10,1.24,0.0,9,1.12,25,3.1,116,14.4,1,13,1.61,10,-3,0,0,0.0,0,0.0,0,0.0,0,0.0,0,"['Rennes', 'Sunderland']","['England - Premier League', 'France - Ligue 1']",Center Attacking Midfield,0.9450000000000001,113.11,"[17, 8]",MID,2,0.25
2015/2016,4418,Dória,8,7,5,654,1,1,4,1,2,0.28,0,0.0,0,0.0,0.12,0.02,0,0,0.0,0,0.0,169,23.26,113,15.55,0.6686390532544378,79,10.87,0,0.0,11,96,13.21,541.03,74.45,8,0,0.0,0,0.0,0,0.0,0.0,0,19,2.61,2,0.28,17,16,2.2,0.10526315789473684,2,0.28,14,8,1.1,0.125,31,4.27,16,2.2,59,8.12,0,8,1.1,0,-8,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Granada'],['Spain - La Liga'],Left Center Back,1.05,222.67,17,DEF,0,0.0
2015/2016,4428,Mathieu Debuchy,10,10,5,865,0,5,1,0,5,0.52,1,0.1,0,0.0,0.25,0.03,2,0,0.0,4,0.42,497,51.71,356,37.04,0.716297786720322,152,15.82,22,2.29,12,303,31.53,1345.1,139.95,26,4,0.42,18,1.87,7,0.73,0.3888888888888889,2,56,5.83,7,0.73,49,30,3.12,0.125,6,0.62,24,22,2.29,0.2,23,2.39,55,5.72,143,14.88,7,18,1.87,10,-8,0,0,0.0,0,0.0,0,0.0,0,0.0,0,"['Arsenal', 'Bordeaux']","['England - Premier League', 'France - Ligue 1']",Right Back,-3.89,99.63,"[2, 14]",DEF,0,0.0
2015/2016,4429,Yann M'Vila,37,36,32,3434,1,4,1,0,30,0.79,5,0.13,1,0.03,1.02,0.03,1,3,0.08,43,1.13,1799,47.15,1404,36.8,0.7804335742078933,480,12.58,36,0.94,82,1330,34.86,7639.03,200.21,105,10,0.26,38,1.0,28,0.73,0.7368421052631579,3,143,3.75,39,1.02,104,65,1.7,0.2727272727272727,24,0.63,41,73,1.91,0.36923076923076925,102,2.67,233,6.11,630,16.51,28,20,0.52,55,35,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Sunderland'],['England - Premier League'],Right Center Midfield,-2.14,802.9,17,MID,4,0.1
2015/2016,4430,Neven Subotić,6,5,5,492,1,0,2,0,2,0.37,0,0.0,0,0.0,0.23,0.04,0,0,0.0,2,0.37,454,83.05,398,72.8,0.8766519823788547,114,20.85,1,0.18,12,379,69.33,2021.95,369.87,28,1,0.18,1,0.18,1,0.18,1.0,0,17,3.11,1,0.18,16,4,0.73,0.058823529411764705,1,0.18,3,11,2.01,0.25,24,4.39,23,4.21,55,10.06,0,5,0.91,4,-1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Borussia Dortmund'],['Germany - 1. Bundesliga'],Right Center Back,-3.17,152.97,2,DEF,0,0.0
2015/2016,4431,Kévin Monnet-Paquet,30,24,13,2302,6,11,2,0,44,1.72,18,0.7,2,0.08,3.71,0.15,8,2,0.08,23,0.9,777,30.38,545,21.31,0.7014157014157014,69,2.7,64,2.5,11,795,31.08,6966.06,272.35,152,53,2.07,77,3.01,38,1.49,0.4935064935064935,4,143,5.59,15,0.59,128,14,0.55,0.1048951048951049,4,0.16,10,63,2.46,0.2857142857142857,14,0.55,162,6.33,524,20.49,82,26,1.02,26,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Saint-Étienne'],['France - Ligue 1'],Left Wing,1.62,441.9,6,FWD,4,0.16
2015/2016,4432,Yohann Pelé,2,2,2,195,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,70,32.31,60,27.69,0.8571428571428571,35,16.15,0,0.0,0,37,17.08,96.0,44.31,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,10,4.62,0,0.0,0,0,0.0,0,0,0,2,0.92,13,6.0,6,2.77,0,0.46153846153846156,0,['Marseille'],['France - Ligue 1'],Goalkeeper,-0.61,57.57,12,GK,0,0.0
2015/2016,4434,Thibault Giresse,25,20,11,1803,5,8,2,1,23,1.15,6,0.3,4,0.2,2.68,0.13,0,4,0.2,37,1.85,764,38.14,501,25.01,0.6557591623036649,218,10.88,45,2.25,40,520,25.96,2991.15,149.31,62,7,0.35,22,1.1,11,0.55,0.5,2,68,3.39,13,0.65,55,7,0.35,0.19117647058823528,3,0.15,4,31,1.55,0.42857142857142855,17,0.85,109,5.44,334,16.67,24,17,0.85,23,6,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Guingamp'],['France - Ligue 1'],Left Midfield,7.7,559.33,16,MID,8,0.4
2015/2016,4440,Kevin Trapp,34,34,33,3168,0,1,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,877,24.91,742,21.08,0.8460661345496009,460,13.07,0,0.0,21,383,10.88,1260.92,35.82,10,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,1,0.03,0.0,1,0.03,102,2.9,4,0.11,1,1,0.03,3,2,0,19,0.54,213,6.05,82,2.33,2,0.38497652582159625,18,['Paris Saint-Germain'],['France - Ligue 1'],Goalkeeper,-2.31,1053.8,1,GK,0,0.0
2015/2016,4441,Billy Ketkeophomphone,35,31,18,2815,4,13,4,0,59,1.89,21,0.67,5,0.16,4.06,0.13,1,7,0.22,29,0.93,1015,32.45,716,22.89,0.7054187192118226,146,4.67,27,0.86,17,975,31.17,5670.46,181.29,96,39,1.25,85,2.72,44,1.41,0.5176470588235295,5,160,5.12,21,0.67,139,28,0.9,0.13125,13,0.42,15,65,2.08,0.4642857142857143,11,0.35,198,6.33,702,22.44,83,46,1.47,61,15,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Angers'],['France - Ligue 1'],Center Forward,-3.04,600.98,9,FWD,12,0.38
2015/2016,4442,Maxime Poundjé,13,13,13,1253,0,0,3,0,4,0.29,2,0.14,0,0.0,0.05,0.0,0,1,0.07,3,0.22,672,48.27,494,35.48,0.7351190476190477,170,12.21,41,2.94,22,475,34.12,3250.82,233.5,84,5,0.36,30,2.15,16,1.15,0.5333333333333333,0,56,4.02,7,0.5,49,13,0.93,0.125,4,0.29,9,32,2.3,0.3076923076923077,39,2.8,50,3.59,224,16.09,22,11,0.79,19,8,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Bordeaux'],['France - Ligue 1'],Left Back,13.0,248.63,14,DEF,1,0.07
2015/2016,4443,Paul Baysse,30,29,28,2738,1,0,2,1,14,0.46,6,0.2,0,0.0,1.65,0.05,8,0,0.0,0,0.0,1718,56.47,1492,49.04,0.8684516880093132,421,13.84,2,0.07,46,1191,39.15,5586.11,183.62,74,2,0.07,14,0.46,11,0.36,0.7857142857142857,1,122,4.01,11,0.36,111,46,1.51,0.09016393442622951,5,0.16,41,49,1.61,0.10869565217391304,168,5.52,115,3.78,254,8.35,4,23,0.76,23,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['OGC Nice'],['France - Ligue 1'],Right Center Back,-7.39,685.09,4,DEF,0,0.0
2015/2016,4446,Soualiho Meïté,3,0,0,67,3,0,0,0,1,1.34,0,0.0,0,0.0,0.18,0.24,0,0,0.0,0,0.0,25,33.58,17,22.84,0.68,2,2.69,0,0.0,0,18,24.18,91.68,123.15,4,0,0.0,2,2.69,0,0.0,0.0,0,5,6.72,1,1.34,4,0,0.0,0.2,0,0.0,0,4,5.37,0.0,1,1.34,4,5.37,19,25.52,1,2,2.69,2,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Lille'],['France - Ligue 1'],Left Center Midfield,-1.93,55.81,5,MID,0,0.0
2015/2016,4447,Martin Braithwaite,36,33,24,3084,3,9,1,0,108,3.15,42,1.23,11,0.32,15.11,0.44,17,0,0.0,23,0.67,665,19.41,512,14.94,0.7699248120300752,67,1.96,33,0.96,13,730,21.3,5038.84,147.05,98,114,3.33,79,2.31,37,1.08,0.46835443037974683,9,126,3.68,4,0.12,122,10,0.29,0.031746031746031744,4,0.12,6,37,1.08,0.4,20,0.58,119,3.47,423,12.34,69,38,1.11,44,6,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Toulouse'],['France - Ligue 1'],Center Forward,11.96,524.72,17,FWD,11,0.32
2015/2016,4450,Bakary Koné,6,4,4,464,2,0,1,0,3,0.58,1,0.19,0,0.0,0.16,0.03,3,0,0.0,0,0.0,238,46.16,210,40.73,0.8823529411764706,54,10.47,0,0.0,7,171,33.17,958.71,185.96,21,0,0.0,0,0.0,0,0.0,0.0,0,16,3.1,1,0.19,15,8,1.55,0.0625,1,0.19,7,8,1.55,0.125,18,3.49,19,3.69,37,7.18,2,3,0.58,5,2,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Lyon'],['France - Ligue 1'],Right Center Back,-2.9,144.18,2,DEF,0,0.0
2015/2016,4454,Farès Bahlouli,8,2,0,213,6,2,1,0,6,2.54,2,0.85,1,0.42,0.23,0.1,0,0,0.0,4,1.69,102,43.1,74,31.27,0.7254901960784313,15,6.34,4,1.69,6,105,44.37,806.33,340.7,13,0,0.0,8,3.38,4,1.69,0.5,0,18,7.61,4,1.69,14,2,0.85,0.2222222222222222,1,0.42,1,5,2.11,0.5,1,0.42,14,5.92,63,26.62,11,12,5.07,5,-7,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['AS Monaco'],['France - Ligue 1'],Center Attacking Midfield,-0.67,106.11,3,MID,1,0.42
2015/2016,4463,Mapou Yanga-Mbiwa,27,27,25,2499,0,2,4,0,7,0.25,4,0.14,2,0.07,1.11,0.04,5,0,0.0,1,0.04,1719,61.91,1528,55.03,0.8888888888888888,406,14.62,2,0.07,45,1242,44.73,7174.51,258.39,125,1,0.04,15,0.54,8,0.29,0.5333333333333333,0,89,3.21,14,0.5,75,45,1.62,0.15730337078651685,13,0.47,32,34,1.22,0.28888888888888886,98,3.53,120,4.32,237,8.54,7,33,1.19,36,3,1,0,0.0,0,0.0,0,0.0,0,0.0,0,['Lyon'],['France - Ligue 1'],Right Center Back,-6.7,616.2,2,DEF,2,0.07
2015/2016,4464,Adama Traoré,6,4,2,387,2,2,1,0,5,1.16,1,0.23,0,0.0,0.27,0.06,0,1,0.23,2,0.47,188,43.72,160,37.21,0.851063829787234,27,6.28,1,0.23,7,143,33.26,1099.53,255.7,17,0,0.0,4,0.93,3,0.7,0.75,0,17,3.95,1,0.23,16,7,1.63,0.058823529411764705,1,0.23,6,9,2.09,0.14285714285714285,3,0.7,23,5.35,76,17.67,5,9,2.09,8,-1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['AS Monaco'],['France - Ligue 1'],Left Defensive Midfield,1.5,104.79,3,MID,1,0.23
2015/2016,4465,Gabriel Boschilia,5,1,0,173,4,1,0,0,2,1.04,0,0.0,0,0.0,0.59,0.31,0,0,0.0,2,1.04,67,34.86,52,27.05,0.7761194029850746,7,3.64,2,1.04,3,73,37.98,427.64,222.47,6,1,0.52,2,1.04,0,0.0,0.0,1,4,2.08,0,0.0,4,1,0.52,0.0,1,0.52,0,3,1.56,1.0,0,0.0,10,5.2,35,18.21,3,1,0.52,3,2,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['AS Monaco'],['France - Ligue 1'],Center Attacking Midfield,-2.46,82.74,3,MID,0,0.0
2015/2016,4469,Guy Ngosso,3,1,1,168,2,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,1,0.54,55,29.46,46,24.64,0.8363636363636363,18,9.64,0,0.0,1,44,23.57,181.06,97.0,1,0,0.0,1,0.54,1,0.54,1.0,0,8,4.29,2,1.07,6,0,0.0,0.25,0,0.0,0,1,0.54,0.0,5,2.68,11,5.89,34,18.21,1,2,1.07,2,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Angers'],['France - Ligue 1'],Center Defensive Midfield,0.25,59.61,9,MID,0,0.0
2015/2016,4473,Nicolas Janvier,3,0,0,44,3,0,0,0,1,2.05,0,0.0,0,0.0,0.04,0.08,0,0,0.0,0,0.0,20,40.91,13,26.59,0.65,5,10.23,1,2.05,0,20,40.91,105.32,215.43,1,1,2.05,1,2.05,0,0.0,0.0,0,0,0.0,0,0.0,0,1,2.05,0.0,1,2.05,0,0,0.0,1.0,0,0.0,1,2.05,10,20.45,2,2,4.09,2,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Rennes'],['France - Ligue 1'],Center Attacking Midfield,0.35,56.18,8,MID,0,0.0
2015/2016,4474,Emmanuel Imorou,15,15,11,1254,0,3,1,1,2,0.14,1,0.07,1,0.07,0.77,0.06,0,1,0.07,9,0.65,645,46.29,437,31.36,0.6775193798449612,225,16.15,42,3.01,9,333,23.9,2294.02,164.64,45,4,0.29,9,0.65,4,0.29,0.4444444444444444,0,39,2.8,6,0.43,33,27,1.94,0.15384615384615385,10,0.72,17,57,4.09,0.37037037037037035,42,3.01,63,4.52,210,15.07,7,12,0.86,21,9,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Caen'],['France - Ligue 1'],Left Back,10.76,298.89,7,DEF,2,0.14
2015/2016,4475,Romain Danzé,20,19,15,1691,1,4,3,0,6,0.32,4,0.21,0,0.0,1.01,0.05,4,3,0.16,11,0.59,1033,54.98,795,42.31,0.7696030977734754,303,16.13,23,1.22,10,623,33.16,2669.86,142.1,58,2,0.11,15,0.8,10,0.53,0.6666666666666666,0,64,3.41,1,0.05,63,26,1.38,0.015625,10,0.53,16,48,2.55,0.38461538461538464,73,3.89,64,3.41,223,11.87,7,15,0.8,6,-9,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Rennes'],['France - Ligue 1'],Right Back,-14.33,392.62,8,DEF,3,0.16
2015/2016,4498,Jean-Sylvain Babin,25,25,24,2369,0,1,5,0,13,0.49,5,0.19,3,0.11,1.54,0.06,11,0,0.0,2,0.08,852,32.37,699,26.56,0.8204225352112676,255,9.69,1,0.04,12,496,18.84,2262.55,85.96,32,2,0.08,1,0.04,1,0.04,1.0,0,93,3.53,5,0.19,88,38,1.44,0.053763440860215055,4,0.15,34,36,1.37,0.10526315789473684,151,5.74,41,1.56,147,5.58,1,15,0.57,7,-8,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Granada'],['Spain - La Liga'],Right Center Back,-7.59,585.6,17,DEF,3,0.11
