competitions,season,main_team,teams,main_role,player_id,player_name,presences,matches_started,full_matches,minutes_played,substitutions_in,substitutions_out,yellow_cards,red_cards,shots_attempted,goals,shots_on_target,xg_total,xg_avg,penalties,headers,assists,key_passes,passes_attempted,passes_completed,pass_accuracy,progressive_passes,crosses,switches,avg_pass_angle,avg_pass_length,carries_attempted,carry_distance_total,progressive_carries,carries_to_penalty_area,dribbles_attempted,dribbles_completed,dribble_success_rate,dribble_overruns,duels_attempted,duels_won,duels_lost,duels_ratio,interceptions_attempted,interceptions_won,interceptions_lost,interceptions_ratio,blocks,clearances,ball_recoveries,pressures,dispossessed,fouls_committed,fouls_won,fouls_balance,own_goals,gk_shots_faced,gk_saves,gk_save_ratio,gk_penalties_saved,gk_claims,gk_punches,gk_clearances,gk_smother,gk_sweeper,gk_errors,gk_goals_conceded,gk_clean_sheet
['France - Ligue 1'],2015/2016,AS Monaco,['AS Monaco'],Goalkeeper,3444,Danijel Subašić,36,36,36,3421.14,0,0,3,0,0,0,0,0.0,0.0,0,0,0,1,971,574,0.6,792,0,46,-1.03,1821.86,388,2496.04,49,0,3,3,1.0,0,0,0,0,,1,0,1,0.97,2,1,150,5,1,0,2,2,0,294.0,122.0,0.71,2.0,38.0,17.0,5.0,1.0,25.0,62.0,50.0,12.0
['France - Ligue 1'],2015/2016,AS Monaco,['AS Monaco'],Goalkeeper,24021,Paul Nardi,2,2,2,186.5,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,44,36,0.8,21,0,1,0.03,67.65,23,69.22,0,0,0,0,,0,0,0,0,,0,0,0,1.0,0,0,5,0,0,0,0,0,0,13.0,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
['France - Ligue 1'],2015/2016,AS Monaco,['AS Monaco'],Right Back,3204,Almamy Touré,10,9,7,803.56,1,2,3,0,10,3,4,1.57,0.71,0,5,2,6,464,330,0.72,147,29,11,-9.17,205.01,281,1392.71,26,8,19,8,0.28,1,32,5,27,0.13,11,3,8,0.47,24,39,29,117,15,14,8,-6,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,AS Monaco,['AS Monaco'],Right Back,3247,Fabinho,34,34,34,3232.68,0,0,9,0,28,6,16,5.46,3.78,6,0,4,21,1732,1382,0.79,438,61,45,-19.58,692.08,1239,7212.4,146,32,44,24,0.55,3,163,26,137,0.13,41,20,21,0.65,78,89,181,585,22,77,69,-8,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,AS Monaco,['AS Monaco'],Right Back,3217,Jemerson,4,3,3,306.48,1,0,2,0,1,0,0,0.06,0.06,0,1,0,2,110,84,0.75,35,4,2,-1.71,86.59,60,271.88,5,0,2,0,0.0,1,10,2,8,0.22,3,0,3,0.5,6,19,8,42,0,6,3,-3,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,AS Monaco,['AS Monaco'],Right Center Back,3374,Andrea Raggi,31,29,28,2757.34,2,1,5,0,8,2,4,0.91,0.71,0,3,1,4,1185,882,0.73,426,16,20,-3.64,738.0,703,3372.51,64,8,3,1,0.33,1,66,9,57,0.12,41,14,27,0.5,57,110,86,303,10,16,21,5,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,AS Monaco,['AS Monaco'],Right Center Back,8277,Wallace,26,25,25,2394.98,1,0,6,1,13,1,5,1.0,0.8,0,10,0,3,995,762,0.75,370,1,28,-2.1,674.53,631,3951.87,58,0,5,5,1.0,0,61,8,53,0.17,34,8,26,0.5,51,126,105,216,9,37,15,-22,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,AS Monaco,['AS Monaco'],Left Center Back,10805,Ricardo Carvalho,33,33,29,3044.02,0,4,8,0,8,2,5,0.64,0.59,0,8,0,3,1419,1248,0.87,423,3,35,5.9,746.23,946,4502.84,55,1,2,2,1.0,0,99,7,92,0.09,40,11,29,0.48,69,140,105,238,2,26,16,-10,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,AS Monaco,['AS Monaco'],Left Back,27558,Elderson Uwa Echiejile,20,18,17,1684.87,2,1,4,1,6,0,1,0.49,0.49,0,2,1,8,888,640,0.72,280,32,17,17.2,380.76,534,2840.8,66,5,23,15,0.69,2,77,11,66,0.13,16,3,13,0.57,45,57,89,278,10,28,16,-12,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,AS Monaco,['AS Monaco'],Left Back,19047,Fábio Coentrão,15,13,8,1141.26,2,5,4,0,10,3,4,0.76,0.72,0,4,2,9,702,523,0.73,189,37,25,11.99,300.11,480,2908.85,73,15,21,11,0.52,0,51,6,45,0.14,14,5,9,0.63,31,25,57,170,8,19,24,5,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,AS Monaco,['AS Monaco'],Right Defensive Midfield,3406,Jérémy Toulalan,25,25,24,2344.18,0,1,5,0,6,0,2,0.18,0.18,0,0,1,10,1473,1181,0.8,406,3,50,0.16,527.07,1021,5886.4,80,1,23,14,0.67,1,126,26,100,0.18,36,18,18,0.6,71,62,148,409,16,30,35,5,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,AS Monaco,['AS Monaco'],Left Defensive Midfield,4464,Adama Traoré,6,4,2,383.38,2,2,1,0,5,0,1,0.27,0.11,0,0,1,2,188,160,0.87,27,1,7,1.5,104.79,143,1099.53,17,0,4,3,0.5,0,17,1,16,0.05,7,1,6,0.58,9,3,23,76,5,9,8,-1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,AS Monaco,['AS Monaco'],Left Defensive Midfield,3168,João Moutinho,26,24,21,2236.13,2,3,3,0,22,1,9,0.91,0.67,0,0,2,38,1513,1188,0.78,368,47,52,3.66,551.95,1090,6041.12,109,3,24,20,0.83,1,80,8,72,0.08,33,12,21,0.58,41,23,129,390,37,32,32,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,AS Monaco,['AS Monaco'],Left Defensive Midfield,3955,Tiemoué Bakayoko,19,14,13,1443.19,5,1,3,0,16,1,5,0.77,0.46,0,4,0,6,760,641,0.86,121,2,19,2.21,321.1,598,3563.71,55,4,28,16,0.68,1,89,20,69,0.2,30,22,8,0.84,32,29,99,433,24,36,22,-14,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,AS Monaco,['AS Monaco'],Right Center Midfield,11603,Mario Pašalić,16,12,6,1048.2,4,6,1,0,20,3,7,2.31,1.58,0,9,0,7,441,346,0.78,75,6,7,-4.25,288.52,351,2127.59,32,5,15,11,0.71,1,56,4,52,0.11,12,8,4,0.78,25,11,49,303,12,18,3,-15,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,AS Monaco,['AS Monaco'],Right Wing,3193,Bernardo Silva,32,22,14,2366.84,10,8,7,0,40,7,22,4.86,2.38,0,6,1,42,1025,778,0.76,146,81,45,-8.01,618.6,1048,8814.03,200,51,91,53,0.6,5,112,11,101,0.14,19,11,8,0.83,71,14,143,665,82,34,82,48,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,AS Monaco,['AS Monaco'],Right Wing,3009,Kylian Mbappé,11,2,0,335.46,9,2,1,0,5,1,2,0.41,0.38,0,0,1,3,88,54,0.63,9,9,4,-5.84,185.55,115,1050.54,31,7,18,8,0.38,1,14,4,10,0.29,2,0,2,0.82,6,1,18,54,11,6,6,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,AS Monaco,['AS Monaco'],Right Wing,5727,Nabil Dirar,20,20,9,1640.89,0,11,2,1,21,2,10,2.29,1.48,0,3,8,20,751,500,0.67,134,80,20,-11.75,370.52,685,5676.34,140,36,44,21,0.44,5,85,13,72,0.2,18,9,9,0.76,31,12,112,350,39,37,32,-5,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,AS Monaco,['AS Monaco'],Center Attacking Midfield,4454,Farès Bahlouli,8,2,0,208.69,6,2,1,0,6,1,2,0.23,0.17,0,0,0,4,102,74,0.79,15,4,6,-0.67,106.11,105,806.33,13,0,8,4,0.5,0,18,4,14,0.24,2,1,1,0.88,5,1,14,63,11,12,5,-7,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,AS Monaco,['AS Monaco'],Center Attacking Midfield,4465,Gabriel Boschilia,5,1,0,169.9,4,1,0,0,2,0,0,0.59,0.3,0,0,0,2,67,52,0.8,7,2,3,-2.46,82.74,73,427.64,6,1,2,0,0.0,1,4,0,4,0.0,1,1,0,1.0,3,0,10,35,3,1,3,2,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,AS Monaco,['AS Monaco'],Left Wing,9931,Hélder Costa,25,15,3,1355.0,10,12,4,0,24,3,9,3.55,2.5,0,0,2,11,366,247,0.62,47,40,5,12.67,446.06,431,3801.25,99,34,48,17,0.36,3,91,12,79,0.12,14,6,8,0.81,40,11,76,383,40,33,34,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,AS Monaco,['AS Monaco'],Left Wing,18243,Ivan Cavaleiro,12,6,2,545.34,6,4,1,0,14,1,3,1.65,0.58,0,1,0,5,158,117,0.78,12,17,5,8.57,187.15,187,1317.03,33,16,20,6,0.21,1,31,2,29,0.12,3,0,3,0.75,10,1,31,127,21,15,9,-6,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,AS Monaco,['AS Monaco'],Left Wing,388167,Mohamed Ilyes Salah Chaïbi,1,0,0,13.87,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,4,4,1.0,0,0,0,0.57,11.65,2,8.26,0,0,0,0,,0,1,0,1,0.0,0,0,0,1.0,1,0,0,6,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,AS Monaco,['AS Monaco'],Left Wing,6979,Stephan El Shaarawy,15,7,0,721.2,8,7,1,0,28,0,10,1.82,0.7,0,1,0,8,289,239,0.78,20,7,9,12.14,228.14,297,2340.79,47,24,24,10,0.45,5,25,3,22,0.22,5,2,3,0.8,9,2,33,103,33,6,3,-3,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,AS Monaco,['AS Monaco'],Left Wing,3245,Thomas Lemar,26,20,10,1883.63,6,10,1,0,36,5,9,2.46,1.36,0,1,3,25,949,693,0.74,173,59,57,4.52,517.87,890,6229.79,115,34,72,45,0.55,2,87,8,79,0.08,15,6,9,0.81,44,11,131,552,63,16,47,31,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,AS Monaco,['AS Monaco'],Center Forward,20039,Anthony Martial,3,2,1,211.62,1,1,0,0,1,0,0,0.58,0.58,0,1,1,3,59,43,0.72,3,6,0,1.8,38.1,63,515.14,11,7,7,4,0.58,0,12,0,12,0.0,0,0,0,1.0,3,2,7,34,12,1,4,3,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,AS Monaco,['AS Monaco'],Center Forward,3246,Guido Carrillo,31,15,7,1714.24,16,8,3,0,48,4,19,6.39,2.53,0,21,1,7,522,340,0.62,64,4,4,6.89,462.47,326,1521.42,16,24,16,10,0.71,1,106,0,106,0.0,3,1,2,0.95,28,29,43,329,22,36,23,-13,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,AS Monaco,['AS Monaco'],Center Forward,3553,Lacina Traoré,19,11,3,929.92,8,8,4,1,18,3,7,3.58,1.36,1,5,1,8,196,107,0.55,33,7,3,-1.14,279.99,190,970.08,21,39,18,7,0.39,0,65,3,62,0.04,1,1,0,1.0,19,10,35,178,33,35,19,-16,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,AS Monaco,['AS Monaco'],Center Forward,18953,Vágner Love,12,9,2,807.81,3,7,1,0,25,4,13,7.53,2.6,1,6,0,7,201,139,0.73,21,3,2,5.54,189.62,229,1318.0,28,26,30,9,0.31,4,49,1,48,0.02,1,1,0,1.0,19,14,39,171,36,9,9,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Angers,['Angers'],Goalkeeper,3432,Alexandre Letellier,17,17,17,1605.31,0,0,1,0,0,0,0,0.0,0.0,0,0,0,2,471,284,0.6,368,0,3,-1.67,856.79,180,1131.51,21,0,0,0,,0,0,0,0,,0,0,0,1.0,0,0,70,0,0,0,4,4,0,120.0,52.0,0.71,0.0,26.0,9.0,2.0,0.0,16.0,34.0,23.0,6.0
['France - Ligue 1'],2015/2016,Angers,"['Troyes', 'Angers']",Goalkeeper,34953,Denis Petrić,11,11,11,1042.97,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,325,187,0.59,238,0,5,0.5,508.85,124,756.41,16,0,0,0,,0,0,0,0,,0,0,0,1.0,0,1,53,2,0,0,3,3,0,110.0,37.0,0.62,0.0,9.0,6.0,0.0,0.0,9.0,25.0,23.0,1.0
['France - Ligue 1'],2015/2016,Angers,['Angers'],Goalkeeper,4547,Ludovic Butelle,19,19,19,1806.16,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,537,334,0.63,424,0,10,-1.73,942.61,217,1339.44,26,0,1,1,1.0,0,0,0,0,,0,0,0,1.0,0,1,100,7,0,0,4,4,0,163.0,40.0,0.73,0.0,27.0,7.0,4.0,0.0,29.0,18.0,11.0,11.0
['France - Ligue 1'],2015/2016,Angers,['Angers'],Right Back,44955,Aïssa Laïdouni,1,1,1,94.6,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,51,41,0.8,10,2,0,-0.96,17.33,24,125.97,3,0,1,0,0.0,0,3,0,3,0.0,3,2,1,0.67,1,5,6,19,0,1,1,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Angers,['Angers'],Right Back,401482,Gaël Angoula,13,10,10,1065.69,3,0,3,0,2,0,0,0.04,0.04,0,0,0,7,556,408,0.73,200,12,9,-10.36,274.74,259,1209.78,24,1,5,3,0.62,1,53,5,48,0.06,25,6,19,0.36,24,32,50,169,4,16,22,6,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Angers,['Angers'],Right Back,3431,Vincent Manceau,27,27,26,2507.01,0,1,2,0,6,0,1,0.07,0.07,0,0,1,13,1204,905,0.75,378,39,17,-16.67,580.57,718,3815.2,61,7,17,9,0.58,2,75,8,67,0.09,36,17,19,0.63,51,72,102,352,13,15,20,5,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Angers,['Angers'],Right Center Back,3045,Ismaël Traoré,34,34,33,3167.32,0,1,2,1,13,1,4,1.56,1.38,0,5,0,2,1119,930,0.82,356,5,33,-6.24,866.5,856,5457.84,88,6,6,1,0.17,1,101,18,83,0.2,38,19,19,0.7,56,168,143,358,6,25,11,-14,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Angers,['Angers'],Left Center Back,3549,Romain Thomas,36,36,35,3382.6,0,1,8,0,13,2,6,1.19,0.87,0,11,0,4,1309,1112,0.85,436,4,32,10.31,872.88,837,4528.56,69,7,2,1,0.5,0,128,15,113,0.11,43,22,21,0.65,90,190,127,442,6,51,36,-15,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Angers,['Angers'],Left Back,3203,Yoann Andreu,31,31,29,2865.06,0,2,7,0,5,0,2,0.2,0.2,0,1,1,10,1583,1201,0.74,413,40,32,20.24,614.2,1025,5909.17,111,3,45,23,0.5,4,103,13,90,0.14,54,25,29,0.59,92,81,136,407,24,40,23,-17,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Angers,['Angers'],Center Defensive Midfield,7230,Grégory Bourillon,8,6,3,533.58,2,3,1,0,3,1,1,0.1,0.1,0,2,0,2,227,164,0.55,76,2,5,0.56,169.96,138,693.36,6,0,2,1,0.5,0,42,9,33,0.21,6,2,4,0.56,18,17,22,133,1,10,6,-4,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Angers,['Angers'],Center Defensive Midfield,4469,Guy Ngosso,3,1,1,166.42,2,0,0,0,0,0,0,0.0,0.0,0,0,0,1,55,46,0.85,18,0,1,0.25,59.61,44,181.06,1,0,1,1,1.0,0,8,2,6,0.44,0,0,0,1.0,1,5,11,34,1,2,2,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Angers,['Angers'],Center Defensive Midfield,401483,Olivier Auriac,16,3,0,463.36,13,3,1,0,2,0,1,0.14,0.14,0,0,0,3,223,189,0.86,53,3,3,-0.32,318.11,179,852.95,9,1,4,1,0.33,1,15,2,13,0.16,5,1,4,0.81,8,11,32,123,8,10,5,-5,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Angers,['Angers'],Center Defensive Midfield,5219,Romain Saïss,35,35,30,3242.71,0,5,12,0,26,2,7,2.32,1.33,0,7,1,13,1689,1343,0.79,503,19,38,1.01,772.46,1125,6113.31,91,8,28,19,0.67,2,131,11,120,0.08,47,17,30,0.57,70,134,191,653,16,54,32,-22,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Angers,['Angers'],Right Midfield,7207,Férébory Doré,9,7,5,649.77,2,2,2,0,11,0,1,0.95,0.4,0,2,0,5,192,146,0.76,26,3,1,-3.59,138.59,234,1430.83,27,11,39,23,0.58,4,21,2,19,0.12,9,6,3,0.89,11,7,39,131,21,23,11,-12,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Angers,['Angers'],Right Center Midfield,5676,Cheikh N'Doye,32,32,32,3031.02,0,0,5,2,71,9,15,6.94,2.76,0,38,2,24,1136,759,0.66,249,12,18,-6.7,571.66,778,5548.27,117,13,28,12,0.44,4,173,16,157,0.1,24,12,12,0.82,52,91,157,687,59,85,52,-33,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Angers,['Angers'],Left Center Midfield,401484,Charles Diers,15,5,1,533.84,10,4,0,0,7,1,2,0.44,0.41,0,0,0,4,191,142,0.6,38,8,1,-1.26,260.85,144,838.7,12,3,9,5,0.5,0,14,1,13,0.02,6,2,4,0.73,12,8,41,101,4,2,8,6,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Angers,['Angers'],Left Center Midfield,403392,Diego Gómez,1,0,0,32.67,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,14,8,0.57,5,1,0,0.09,18.2,18,86.68,3,0,1,1,1.0,0,1,0,1,0.0,0,0,0,1.0,1,0,2,11,2,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Angers,['Angers'],Left Center Midfield,3185,Thomas Mangani,33,31,16,2654.62,2,15,5,1,33,5,14,5.69,3.61,5,1,4,57,1738,1287,0.74,472,30,60,2.12,699.44,1228,5804.67,94,17,39,20,0.51,5,119,13,106,0.14,20,6,14,0.67,64,37,162,843,31,34,29,-5,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Angers,['Angers'],Left Midfield,4906,Arnold Bouka Moutou,23,12,8,1340.96,11,4,2,0,8,2,5,1.24,0.78,0,1,0,9,571,394,0.66,151,30,13,16.63,421.26,438,3159.6,77,8,35,13,0.29,4,48,3,45,0.09,22,7,15,0.71,51,33,64,276,24,10,20,10,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Angers,['Angers'],Left Midfield,401480,Mathias Serin,1,0,0,4.97,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,,0,0,0,0.0,0.0,1,27.13,1,0,0,0,,0,0,0,0,,0,0,0,1.0,0,0,0,2,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Angers,['Angers'],Right Wing,3111,Gilles Sunu,32,32,6,2456.28,0,26,4,0,46,2,13,2.82,1.85,0,6,1,21,764,553,0.71,117,33,16,-9.16,519.41,866,6827.23,179,45,63,26,0.5,9,126,9,117,0.07,9,7,2,0.95,35,3,121,549,72,33,78,45,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Angers,['Angers'],Right Wing,16014,Jean Pierre Nsamé,5,0,0,79.57,5,0,0,0,1,0,0,0.02,0.02,0,0,0,0,22,15,0.63,0,0,0,-0.11,44.68,21,123.84,0,0,1,1,1.0,0,1,0,1,0.0,0,0,0,1.0,0,2,5,19,2,4,1,-3,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Angers,"['OGC Nice', 'Angers']",Right Wing,7212,Saïd Benrahma,21,1,0,518.17,20,1,0,0,11,3,6,0.44,0.39,0,0,0,6,159,116,0.77,23,11,0,9.42,337.98,210,1662.95,39,8,26,11,0.46,2,27,8,19,0.32,9,4,5,0.9,9,1,27,131,21,13,5,-8,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Angers,['Angers'],Left Wing,3078,Abdoul Camara,17,17,12,1517.56,0,5,4,0,29,2,11,2.14,1.03,1,3,0,16,467,330,0.69,57,42,13,7.76,268.66,550,4341.76,114,17,56,29,0.49,2,68,6,62,0.09,16,6,10,0.58,19,15,72,341,46,23,25,2,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Angers,['Angers'],Left Wing,3071,Pierrick Capelle,28,15,3,1335.89,13,12,4,1,27,4,10,2.11,1.24,0,4,0,17,545,405,0.76,94,12,13,-0.6,493.75,488,3471.09,70,9,32,20,0.64,3,69,10,59,0.15,29,14,15,0.68,36,10,70,396,30,34,16,-18,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Angers,['Angers'],Center Forward,4441,Billy Ketkeophomphone,35,31,18,2794.1,4,13,4,0,59,5,21,4.06,1.74,1,1,7,29,1015,716,0.71,146,27,17,-3.04,600.98,975,5670.46,96,39,85,44,0.52,5,160,21,139,0.15,28,13,15,0.75,65,11,198,702,83,46,61,15,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Angers,['Angers'],Center Forward,401542,Goran Karanović,12,2,0,357.91,10,2,0,0,6,1,5,0.92,0.5,0,2,0,4,77,56,0.64,4,3,1,4.17,166.78,82,464.2,8,6,4,3,0.83,0,19,1,18,0.03,1,0,1,0.92,5,1,9,81,10,6,4,-2,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Angers,['Angers'],Center Forward,7337,Mohamed Yattara,19,9,1,986.25,10,8,2,0,19,2,5,1.36,0.68,0,3,1,4,269,180,0.65,29,9,0,1.39,264.45,279,1718.33,38,14,35,15,0.47,5,69,3,66,0.03,4,2,2,0.92,16,4,42,263,30,28,17,-11,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Angers,['Angers'],Center Forward,401481,Slimane Sissoko,12,2,0,370.23,10,2,1,1,14,0,4,1.21,0.5,0,3,1,4,95,61,0.63,9,3,1,-0.1,160.08,124,748.64,13,9,5,3,0.62,0,25,1,24,0.03,2,1,1,0.92,10,2,21,87,16,13,7,-6,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bastia,['Bastia'],Goalkeeper,7282,Jean-Louis Leca,33,33,32,3093.28,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,1137,560,0.49,967,0,30,-2.1,1731.45,481,2670.0,47,0,0,0,,0,0,0,0,,0,0,0,1.0,1,1,179,5,0,1,8,7,0,221.0,86.0,0.72,1.0,57.0,27.0,9.0,1.0,45.0,44.0,33.0,14.0
['France - Ligue 1'],2015/2016,Bastia,['Bastia'],Goalkeeper,24469,Jesper Hansen,4,3,3,332.89,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,114,47,0.44,93,0,4,-0.4,204.8,37,193.43,3,0,0,0,,0,0,0,0,,0,0,0,1.0,0,0,14,0,0,0,0,0,0,40.0,12.0,0.78,0.0,1.0,5.0,0.0,1.0,4.0,7.0,6.0,2.0
['France - Ligue 1'],2015/2016,Bastia,['Bastia'],Goalkeeper,28357,Thomas Vincensini,2,1,1,129.93,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,47,18,0.38,42,0,1,0.08,119.3,9,59.21,3,0,0,0,,0,0,0,0,,0,0,0,1.0,0,0,10,0,0,0,1,1,0,12.0,6.0,0.75,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0
['France - Ligue 1'],2015/2016,Bastia,['Bastia'],Right Back,2989,Alexander Djiku,20,19,16,1686.18,1,3,6,1,2,0,1,0.06,0.03,0,2,0,4,734,517,0.7,254,18,9,-15.73,417.64,361,1798.0,39,3,15,11,0.68,0,89,12,77,0.1,31,8,23,0.48,35,73,58,331,12,31,27,-4,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
